LINHA DIGITAVEL
'856600000009236803242023503310120251000011184827'
'856700000008031603242020503310120251000011184801'
'856600000009095503242026503310120251000011181864'
'856100000004172503242023503310120251000011185022'
'856300000002012803242028503310120251000011182409'
'856700000008249603242028503310120251000011185303'
'856700000008012803242028503310120251000011182383'
'856800000007177903242028503310120251000011185204'
'856400000001012803242028503310120251000011182540'
'856600000009261403242025503310120251000011185295'
'856000000005012803242028503310120251000011182896'
'856000000005074803242028503310120251000011185386'
'856100000004012703242029503310120251000011183266'
'856600000009155103242022503310120251000011200128'
'856700000008012703242029503310120251000011183282'
'856800000007224103242026503310120251000011200276'
'856400000001082603242023503310120251000011201415'
'856700000008016003242027503310120251000011201134'
'856300000002221303242020503310120251000011202017'
'856000000005261703242022503310120251000011202082'
'856100000004259603242027503310120251000011201928'
'856600000009127803242024503310120251000011202546'
'856800000007186403242024503310120251000011202108'
'856000000005227503242025503310120251000011203239'
'856400000001375403242023503310120251000011202165'
'856200000003209303242025503310120251000011203361'
'856500000000935603242022503310120251000011202207'
'856200000003211203242022503310120251000011203304'
'856200000003298103242020503310120251000011202306'
'856400000001204803242021503310120251000011203437'
'856100000004533903242022503310120251000011203163'
'856800000007028803242024503310120251000011203718'
'856100000004145703242027503310120251000011203668'
'856000000005146203242020503310120251000011180924'
'856500000000029703242023503310120251000011203726'
'856700000008032303242021503310120251000011181070'
'856800000007395803242027503310120251000011199635'
'856300000002309403242022503310120251000011181575'
'856300000002219703242020503310120251000011199817'
'856200000003178703242028503310120251000011181708'
'856000000005145303242021503310120251000011181633'
'856700000008216103242022503310120251000011200029'
'856500000000205703242029503310120251000011181930'
'856300000002340403242027503310120251000011200250'
'856100000004897003242020503310120251000011200185'
'856600000009232703242023503310120251000011182037'
'856500000000037203242021503310120251000011201118'
'856000000005012803242028503310120251000011182516'
'856400000001138803242021503310120251000011201357'
'856400000001012803242028503310120251000011182730'
'856800000007129503242023503310120251000011201399'
'856000000005012803242028503310120251000011182946'
'856700000008140403242021503310120251000011203890'
'856600000009117803242025503310120251000011201795'
'856800000007425103242029503310120251000011204393'
'856800000007242103242028503310120251000011201944'
'856400000001426003242028503310120251000011204500'
'856000000005082503242024503310120251000011202470'
'856900000006006803242020503310120251000011204583'
'856200000003344103242022503310120251000011202264'
'856400000001082803242021503310120251000011204617'
'856500000018127303242029503310120251000011202751'
'856100000004170403242028503310120251000011204807'
'856800000007065203242022503310120251000011202850'
'856200000003025403242024503310120251000011205382'
'856600000009551103242022503310120251000011203098'
'856900000006273403242020503310120251000011205523'
'856400000001186403242024503310120251000011203544'
'856700000008214903242029503310120251000011205002'
'856000000005182803242029503310120251000011204005'
'856300000002012603242020503310120251000011183407'
'856000000005427803242028503310120251000011204526'
'856600000009012803242028503310120251000011183662'
'856500000000170403242028503310120251000011204781'
'856900000006224903242028503310120251000011183795'
'856600000009214303242025503310120251000011204955'
'856900000006149403242022503310120251000011183811'
'856000000005214703242021503310120251000011199833'
'856500000000109703242023503310120251000011184066'
'856300000002078003242027503310120251000011184090'
'856800000007693803242025503310120251000011200177'
'856900000006372603242028503310120251000011184405'
'856700000008223403242025503310120251000011200326'
'856300000002096203242027503310120251000011184660'
'856100000004027603242028503310120251000011201167'
'856500000000063603242023503310120251000011184736'
'856600000009164803242027503310120251000011201233'
'856900000006704903242029503310120251000011185014'
'856300000002165103242021503310120251000011201266'
'856700000008207203242020503310120251000011199361'
'856900000006012803242028503310120251000011183035'
'856200000003412703242021503310120251000011201225'
'856900000006254703242027503310120251000011197456'
'856300000002092503242023503310120251000011201324'
'856000000005012803242028503310120251000011183076'
'856100000004207203242020503310120251000011198975'
'856700000008082403242025503310120251000011201456'
'856600000009012603242020503310120251000011183530'
'856400000001299703242022503310120251000011199676'
'856800000007058803242021503310120251000011201811'
'856500000000012603242020503310120251000011183449'
'856600000009497803242021503310120251000011199759'
'856900000006066103242021503310120251000011201712'
'856900000006114503242025503310120251000011183738'
'856100000004229803242028503310120251000011199767'
'856000000005059003242027503310120251000011201837'
'856200000003114303242027503310120251000011183829'
'856700000008030503242023503310120251000011199858'
'856700000008174103242023503310120251000011202058'
'856700000008151103242021503310120251000011184330'
'856000000005024303242028503310120251000011199916'
'856900000006291503242021503310120251000011202322'
'856200000003044303242026503310120251000011184280'
'856500000000028403242028503310120251000011199981'
'856600000009664003242024503310120251000011202736'
'856600000009046003242024503310120251000011184926'
'856900000006324103242024503310120251000011200359'
'856100000004085503242027503310120251000011204088'
'856300000002851503242022503310120251000011185105'
'856700000008157303242026503310120251000011205655'
'856600000009103803242025503310120251000011203965'
'856100000004584203242022503310120251000011207313'
'856400000001324403242021503310120251000011206547'
'856300000002209103242027503310120251000011204120'
'856400000001274803242024503310120251000011207404'
'856000000005033503242027503310120251000011206497'
'856500000000173303242023503310120251000011204096'
'856400000001271003242028503310120251000011207420'
'856100000004335503242026503310120251000011206489'
'856400000001255403242027503310120251000011204161'
'856500000000277503242020503310120251000011207339'
'856400000019377403242029503310120251000011206620'
'856000000005539103242027503310120251000011200797'
'856100000004248203242024503310120251000011207511'
'856200000003288903242023503310120251000011206893'
'856400000001082203242027503310120251000011200391'
'856500000000051003242024503310120251000011208055'
'856200000003292503242029503310120251000011206877'
'856800000007343303242022503310120251000011201290'
'856100000004225403242020503310120251000011208485'
'856900000006082403242025503310120251000011207008'
'856200000003304203242025503310120251000011201381'
'856600000009223903242020503310120251000011208550'
'856600000009678303242021503310120251000011207149'
'856800000007069303242023503310120251000011201639'
'856900000006429703242025503310120251000011210598'
'856300000002062903242022503310120251000011207255'
'856100000004380203242025503310120251000011202140'
'856200000003192203242024503310120251000011210812'
'856200000003350303242027503310120251000011202249'
'856100000004092803242020503310120251000011204195'
'856200000003173103242025503310120251000011206091'
'856100000004999003242024503310120251000011202181'
'856100000004236803242023503310120251000011204682'
'856200000003394603242022503310120251000011206224'
'856600000017272303242023503310120251000011202678'
'856900000006478903242020503310120251000011204633'
'856400000001087603242022503310120251000011206646'
'856800000007133703242023503310120251000011203809'
'856600000009166203242028503310120251000011204922'
'856000000005084503242020503310120251000011206794'
'856900000006175603242025503310120251000011204898'
'856600000017029603242024503310120251000011210887'
'856500000000087603242022503310120251000011206737'
'856900000006136303242020503310120251000011205143'
'856300000002106003242026503310120251000011210911'
'856400000001285903242029503310120251000011206919'
'856300000002188603242028503310120251000011205069'
'856400000001009203242020503310120251000011210978'
'856700000008177403242023503310120251000011205598'
'856000000005077003242029503310120251000011207065'
'856400000001084103242024503310120251000011211034'
'856700000008128003242020503310120251000011205671'
'856200000003112603242028503310120251000011207198'
'856000000005155303242020503310120251000011210994'
'856000000005061603242027503310120251000011206067'
'856500000000126003242024503310120251000011211265'
'856100000004107503242029503310120251000011207446'
'856200000003072803242022503310120251000011185394'
'856200000003012803242028503310120251000011211448'
'856200000003256003242029503310120251000011207487'
'856900000006076803242023503310120251000011185360'
'856900000006222303242028503310120251000011211695'
'856900000006055203242023503310120251000011203700'
'856000000005207203242020503310120251000011199544'
'856600000009052103242021503310120251000011203619'
'856200000003477103242020503310120251000011211646'
'856400000001208503242025503310120251000011198363'
'856800000007096103242028503310120251000011203874'
'856400000001032403242020503310120251000011211778'
'856200000003204003242029503310120251000011199577'
'856600000009091803242022503310120251000011203908'
'856500000000169703242027503310120251000011204252'
'856800000007290003242028503310120251000011199684'
'856100000004111803242028503310120251000011204047'
'856300000002169703242027503310120251000011204310'
'856100000004110303242025503310120251000011199890'
'856700000008172803242020503310120251000011204831'
'856600000009115003242027503310120251000011204013'
'856000000005790903242028503310120251000011200136'
'856500000000137803242023503310120251000011204856'
'856400000001174003242024503310120251000011204294'
'856600000009131903242025503310120251000011200235'
'856400000001188603242028503310120251000011204930'
'856500000000358403242029503310120251000011204450'
'856200000003108703242025503310120251000011200201'
'856700000008887203242029503310120251000011205572'
'856100000004358103242022503310120251000011204443'
'856100000004697203242022503310120251000011206133'
'856600000009038603242025503310120251000011200375'
'856200000003225403242020503310120251000011204716'
'856900000006364203242029503310120251000011201274'
'856600000009164503242020503310120251000011206190'
'856300000002077403242025503310120251000011207032'
'856700000008082603242023503310120251000011201498'
'856300000002120203242025503310120251000011207172'
'856300000002369403242026503310120251000011206281'
'856500000000058303242026503310120251000011207453'
'856400000001380403242023503310120251000011206265'
'856400000001103203242021503310120251000011201977'
'856600000009242203242027503310120251000011207693'
'856800000007358203242021503310120251000011204641'
'856800000007215603242029503310120251000011202033'
'856600000009055203242023503310120251000011207867'
'856300000002024203242029503310120251000011205218'
'856000000005567403242025503310120251000011203049'
'856000000005055203242023503310120251000011207891'
'856000000005631603242027503310120251000011203007'
'856500000000082403242025503310120251000011205614'
'856900000006051003242024503310120251000011208089'
'856300000002128003242020503310120251000011205887'
'856900000006047103242021503310120251000011203742'
'856400000001051003242024503310120251000011208154'
'856100000004051603242028503310120251000011203817'
'856200000003128003242020503310120251000011206026'
'856800000007049503242023503310120251000011208329'
'856300000002141603242027503310120251000011203940'
'856800000007128003242020503310120251000011206042'
'856600000009043703242024503310120251000011210556'
'856200000003065903242025503310120251000011211331'
'856900000006283103242022503310120251000011206141'
'856600000009301403242029503310120251000011206851'
'856900000006529803242021503310120251000011211372'
'856500000000368803242024503310120251000011206315'
'856000000005087603242022503310120251000011206752'
'856500000000012603242020503310120251000011211489'
'856100000004147803242022503310120251000011206513'
'856300000002130903242027503310120251000011206950'
'856500000000052303242029503310120251000011211570'
'856300000002087603242022503310120251000011206695'
'856100000004075303242020503310120251000011207115'
'856900000006079303242022503310120251000011204351'
'856200000003242203242027503310120251000011207719'
'856200000003647703242022503310120251000011207214'
'856300000002180803242023503310120251000011204484'
'856200000003056103242022503310120251000011207784'
'856000000005058603242023503310120251000011207271'
'856100000004003703242028503310120251000011204567'
'856200000003055203242023503310120251000011207883'
'856800000007242203242027503310120251000011207685'
'856900000006302003242021503310120251000011204732'
'856200000003051003242024503310120251000011208022'
'856900000006243903242028503310120251000011207545'
'856800000007116803242027503310120251000011204765'
'856700000008230003242024503310120251000011208477'
'856300000002055203242023503310120251000011207834'
'856500000000130703242029503310120251000011205200'
'856600000009221503242028503310120251000011208592'
'856700000008101503242022503310120251000011208659'
'856000000005187203242024503310120251000011205630'
'856100000004177603242021503310120251000011212354'
'856000000005118703242024503310120251000011210820'
'856100000004095903242022503310120251000011206083'
'856300000002195603242023503310120251000011210754'
'856900000006118503242026503310120251000011212297'
'856500000000357303242022503310120251000011206117'
'856400000001075003242023503310120251000011210945'
'856400000019374103242029503310120251000011212230'
'856900000006099803242025503310120251000011206398'
'856700000008232303242027503310120251000011211174'
'856000000005019903242022503310120251000011212412'
'856600000009150603242028503310120251000011213402'
'856500000000201903242026503310120251000011208683'
'856600000009254803242026503310120251000011212644'
'856100000004221303242020503310120251000011213485'
'856400000001189503242027503310120251000011210671'
'856600000025036403242021503310120251000011212651'
'856700000008210203242024503310120251000011213527'
'856800000023033303242029503310120251000011212685'
'856600000009052303242029503310120251000011213741'
'856300000002109803242022503310120251000011210895'
'856800000007109203242028503310120251000011213014'
'856400000001148803242020503310120251000011213808'
'856900000006225803242026503310120251000011211307'
'856400000001442203242023503310120251000011213915'
'856600000009190103242029503310120251000011213121'
'856300000002118803242023503310120251000011211224'
'856700000008469503242023503310120251000011213998'
'856700000008062503242026503310120251000011213105'
'856500000000104603242025503310120251000011211364'
'856400000001260803242023503310120251000011214095'
'856700000008396603242027503310120251000011211604'
'856200000003383503242026503310120251000011206240'
'856800000007233503242023503310120251000011214459'
'856900000006166503242025503310120251000011211828'
'856300000002095803242023503310120251000011206414'
'856800000007128503242025503310120251000011214517'
'856900000006192603242020503310120251000011211893'
'856500000000135103242024503310120251000011206935'
'856300000002248003242026503310120251000011214491'
'856800000007026403242022503310120251000011211950'
'856900000006130903242027503310120251000011206976'
'856600000009174303242021503310120251000011212289'
'856200000003001503242024503310120251000011214582'
'856300000002070803242026503310120251000011207131'
'856700000008064403242023503310120251000011212438'
'856000000005277503242020503310120251000011207354'
'856900000006282603242029503310120251000011214764'
'856500000000062803242023503310120251000011212776'
'856800000007242203242027503310120251000011207735'
'856300000002168803242028503310120251000011214699'
'856300000002050003242026503310120251000011213311'
'856200000003054803242020503310120251000011208006'
'856700000008008903242025503310120251000011215506'
'856100000004058803242021503310120251000011213444'
'856500000000485003242024503310120251000011208345'
'856900000006214503242023503310120251000011215530'
'856100000004416603242023503310120251000011210622'
'856700000008037403242029503310120251000011215522'
'856600000009042003242023503310120251000011213667'
'856600000009227503242025503310120251000011214475'
'856900000006173103242025503310120251000011215738'
'856300000002074903242027503310120251000011213790'
'856600000009221603242027503310120251000011215753'
'856300000002096203242027503310120251000011214970'
'856100000004105003242028503310120251000011213857'
'856500000000092903242029503310120251000011215860'
'856600000009365603242022503310120251000011214038'
'856000000005243203242025503310120251000011214939'
'856900000006012603242020503310120251000011211463'
'856300000002251903242021503310120251000011214236'
'856900000006166203242028503310120251000011215415'
'856800000007076503242026503310120251000011215886'
'856100000004012603242020503310120251000011211505'
'856900000006014803242024503310120251000011213709'
'856300000002092403242024503310120251000011216033'
'856900000006119703242022503310120251000011213931'
'856300000002012603242020503310120251000011211547'
'856200000003166503242025503310120251000011211851'
'856800000007243503242022503310120251000011214350'
'856000000005406503242025503310120251000011216389'
'856300000002514403242027503310120251000011212040'
'856900000006146703242025503310120251000011214848'
'856100000004353803242026503310120251000011216439'
'856400000001046403242020503310120251000011212198'
'856000000005227403242026503310120251000011215068'
'856100000004093103242025503310120251000011216330'
'856500000000329403242020503310120251000011212149'
'856900000006092003242028503310120251000011216595'
'856200000003081403242027503310120251000011215449'
'856000000005245603242026503310120251000011213428'
'856600000017620103242025503310120251000011206356'
'856500000000289003242020503310120251000011215589'
'856000000005006803242020503310120251000011213394'
'856300000002351903242029503310120251000011206448'
'856500000000184903242024503310120251000011215605'
'856400000001038403242027503310120251000011213501'
'856800000007324403242021503310120251000011206521'
'856300000002102103242024503310120251000011215803'
'856700000008169203242022503310120251000011211109'
'856300000002321603242025503310120251000011206562'
'856600000009131803242026503310120251000011216124'
'856100000004308503242023503310120251000011211182'
'856100000004087603242022503310120251000011206703'
'856600000009478503242024503310120251000011208386'
'856600000009361203242025503310120251000011211125'
'856600000009051003242024503310120251000011208246'
'856300000002242203242027503310120251000011207750'
'856800000007012603242020503310120251000011211422'
'856600000009049503242023503310120251000011208287'
'856000000005556603242026503310120251000011207818'
'856400000001439303242028503310120251000011211620'
'856400000001056103242022503310120251000011207776'
'856300000002230903242025503310120251000011208402'
'856900000006618203242028503310120251000011211745'
'856700000008051003242024503310120251000011208097'
'856500000000225203242022503310120251000011208527'
'856600000009119803242021503310120251000011211729'
'856800000007051003242024503310120251000011208238'
'856100000004174403242020503310120251000011210705'
'856700000008020803242021503310120251000011211760'
'856300000002115603242021503310120251000011211406'
'856800000007173303242023503310120251000011210739'
'856300000002240303242020503310120251000011211927'
'856800000007058403242025503310120251000011211687'
'856900000006173403242022503310120251000011210861'
'856500000000184003242023503310120251000011211976'
'856600000009192603242020503310120251000011211810'
'856800000007123203242029503310120251000011211083'
'856900000006092903242029503310120251000011216314'
'856800000007651703242024503310120251000011212008'
'856000000005117803242025503310120251000011211299'
'856800000007407103242027503310120251000011216355'
'856300000002068103242027503310120251000011212370'
'856400000001106903242027503310120251000011212941'
'856200000003040003242027503310120251000011212479'
'856200000003100703242022503310120251000011216884'
'856000000005218703242022503310120251000011212982'
'856500000000127203242020503310120251000011215399'
'856600000009066403242028503310120251000011213022'
'856100000004071803242024503310120251000011212461'
'856000000005090203242020503310120251000011216074'
'856700000008079903242026503310120251000011213345'
'856000000005310303242021503310120251000011212503'
'856600000009077603242023503310120251000011216157'
'856800000007081303242028503310120251000011213964'
'856300000002106403242022503310120251000011212735'
'856500000000003603242029503310120251000011216520'
'856800000007157903242020503310120251000011213972'
'856700000008190803242022503310120251000011212719'
'856100000004002603242021503310120251000011216504'
'856800000007187503242021503310120251000011214301'
'856300000002564903242027503310120251000011216850'
'856500000000104503242026503310120251000011216603'
'856000000005158803242029503310120251000011214715'
'856800000007234303242023503310120251000011216819'
'856900000006122203242021503310120251000011216892'
'856400000001289203242028503310120251000011215340'
'856200000003068103242027503310120251000011215779'
'856600000009171703242023503310120251000011217007'
'856200000003040903242028503310120251000011215308'
'856500000000247903242029503310120251000011215910'
'856000000021787403242029503310120251000011216967'
'856600000009006803242020503310120251000011212750'
'856000000005338403242021503310120251000011216173'
'856600000009223103242028503310120251000011214822'
'856700000008927103242024503310120251000011212867'
'856600000009128803242022503310120251000011216298'
'856400000001242803242021503310120251000011215027'
'856100000004024803242023503310120251000011213212'
'856400000001348703242027503310120251000011216231'
'856300000002210003242026503310120251000011214921'
'856100000004026803242028503310120251000011213287'
'856200000003406503242025503310120251000011216421'
'856700000008096203242027503310120251000011214954'
'856500000000124003242029503310120251000011213360'
'856700000008091803242022503310120251000011216629'
'856900000006201003242025503310120251000011215258'
'856800000007322403242025503310120251000011214087'
'856100000004173703242029503310120251000011216736'
'856900000006115803242029503310120251000011215274'
'856100000004178403242021503310120251000011214384'
'856400000001200103242026503310120251000011216652'
'856800000007021203242025503310120251000011215357'
'856800000007658803242028503310120251000011214434'
'856800000007144903242028503310120251000011216694'
'856800000007076103242020503310120251000011215662'
'856800000007208803242022503310120251000011214400'
'856100000004125603242020503310120251000011216785'
'856100000004034703242023503310120251000011215712'
'856100000004001503242024503310120251000011214541'
'856900000006018603242027503310120251000011216546'
'856800000007003703242028503310120251000011211984'
'856400000001104603242025503310120251000011217213'
'856900000006042303242020503310120251000011217023'
'856000000005330003242022503310120251000011212032'
'856400000001946403242021503310120251000011217627'
'856900000006021703242020503310120251000011217403'
'856100000004330003242022503310120251000011212073'
'856800000007173003242026503310120251000011217916'
'856700000016419503242028503310120251000011217544'
'856800000007008603242028503310120251000011212214'
'856100000004082703242022503310120251000011217833'
'856200000003271603242022503310120251000011217734'
'856000000005329403242020503310120251000011212164'
'856500000000173003242026503310120251000011217783'
'856500000000187403242022503310120251000011219037'
'856300000002330003242022503310120251000011212115'
'856400000001007003242026503310120251000011218112'
'856800000007094703242027503310120251000011219375'
'856000000005307503242025503310120251000011212529'
'856700000008103403242029503310120251000011217072'
'856400000001074703242029503310120251000011218039'
'856500000000192303242023503310120251000011220076'
'856000000005056803242025503310120251000011213329'
'856600000009209703242021503310120251000011217239'
'856400000001098703242028503310120251000011218260'
'856900000006236403242027503310120251000011220126'
'856400000001031203242024503310120251000011217304'
'856800000007047103242021503310120251000011213451'
'856600000009077603242023503310120251000011218377'
'856000000005117603242027503310120251000011220167'
'856600000009101203242025503310120251000011217395'
'856900000006433403242020503310120251000011218393'
'856800000007034203242028503310120251000011213774'
'856800000007098703242028503310120251000011220274'
'856000000005140003242025503310120251000011217999'
'856200000003102703242028503310120251000011218518'
'856500000000233103242027503310120251000011218922'
'856100000004105503242023503310120251000011220282'
'856500000000008503242029503310120251000011218120'
'856400000001235703242026503310120251000011218492'
'856900000006162703242022503310120251000011219631'
'856000000005370103242027503310120251000011220357'
'856200000003040603242021503310120251000011218195'
'856000000005012203242024503310120251000011220720'
'856800000015014103242021503310120251000011219862'
'856700000008191803242020503310120251000011220431'
'856200000003045603242020503310120251000011218146'
'856800000007292103242023503310120251000011220829'
'856700000008106903242027503310120251000011219904'
'856000000005105503242023503310120251000011218211'
'856300000002302903242022503310120251000011220365'
'856700000016354903242023503310120251000011220969'
'856900000006075303242020503310120251000011219953'
'856600000009030603242022503310120251000011218468'
'856400000001077103242028503310120251000011217130'
'856800000015354903242023503310120251000011220910'
'856400000001236703242024503310120251000011220134'
'856700000008073303242025503310120251000011219136'
'856200000003506703242020503310120251000011217106'
'856700000008317103242028503310120251000011221033'
'856500000000081503242026503310120251000011220233'
'856200000003073703242021503310120251000011219805'
'856000000005544303242025503310120251000011217189'
'856000000005229203242024503310120251000011217940'
'856000000005182203242025503310120251000011220589'
'856500000018094303242021503310120251000011220019'
'856600000017130003242026503310120251000011217635'
'856700000008086503242025503310120251000011218286'
'856200000003009403242028503310120251000011220688'
'856200000011051403242020503310120251000011220027'
'856500000000171103242029503310120251000011217650'
'856000000005081903242022503310120251000011218302'
'856200000003044503242024503310120251000011220712'
'856000000005236703242024503310120251000011220100'
'856900000006290203242026503310120251000011217767'
'856700000008240103242022503310120251000011218559'
'856000000005013703242027503310120251000011213717'
'856100000004212303242029503310120251000011220266'
'856100000004151003242022503310120251000011218013'
'856200000003233103242027503310120251000011218799'
'856600000009047903242023503310120251000011220407'
'856200000003105303242025503310120251000011213881'
'856300000002004603242027503310120251000011218070'
'856400000001162703242022503310120251000011219706'
'856000000005182403242023503310120251000011220571'
'856300000002085203242020503310120251000011214327'
'856500000000018803242025503310120251000011218054'
'856900000006074403242022503310120251000011219821'
'856900000006294603242024503310120251000011220779'
'856400000001282603242029503310120251000011214749'
'856200000003233103242027503310120251000011218609'
'856900000006016003242027503310120251000011219896'
'856400000027819103242023503310120251000011220787'
'856600000009224703242020503310120251000011214780'
'856700000016352703242029503310120251000011220993'
'856300000002034003242020503310120251000011219847'
'856000000005164303242022503310120251000011220142'
'856800000007885803242027503310120251000011214905'
'856800000007198203242021503310120251000011221041'
'856400000019162503242024503310120251000011219995'
'856100000004151103242021503310120251000011220324'
'856700000008202303242020503310120251000011215191'
'856200000003332803242020503310120251000011221066'
'856300000002169403242020503310120251000011216207'
'856900000006427103242025503310120251000011220498'
'856100000004899703242029503310120251000011215456'
'856200000003125203242024503310120251000011221082'
'856300000002088303242023503310120251000011216454'
'856200000003126103242023503310120251000011220753'
'856500000000011603242022503310120251000011215977'
'856300000002559803242028503310120251000011217049'
'856000000005044603242023503310120251000011216751'
'856900000006103403242029503310120251000011215944'
'856700000008104603242025503310120251000011220886'
'856700000008056803242025503310120251000011217296'
'856400000001151003242022503310120251000011216686'
'856800000007605203242025503310120251000011219417'
'856700000008007303242023503310120251000011217338'
'856500000000496603242025503310120251000011217494'
'856100000004036403242021503310120251000011216934'
'856900000006076903242022503310120251000011217361'
'856100000004428703242027503310120251000011220068'
'856800000007943503242027503310120251000011217585'
'856100000004031003242026503310120251000011217429'
